video_id,video_title,comment_id,author,text,likes,timestamp,is_reply
MPALBVeaiho,Big Claims Go Viral: Modi Resignation Rumors & Epstein Files Explained | Fact Check & Analysis,UgwYFwwduEt61ASoDEZ4AaABAg,@devidas4006,"A NEW METHOD, WITH MORPHED PHOTOS. BHAGAVAN MURUGAN  KNOWS WHAT ISTO BE DONE.",0,1767484800,False
MPALBVeaiho,Big Claims Go Viral: Modi Resignation Rumors & Epstein Files Explained | Fact Check & Analysis,UgzS_8jG1PtUioxg1Sx4AaABAg,@MdAkramul-o9d,सच्चाई छुप नहीं सकती कभी बनावट के उसूलों से खुशबू आ नहीं सकती कभी कागज के फूलों से,0,1767484800,False
MPALBVeaiho,Big Claims Go Viral: Modi Resignation Rumors & Epstein Files Explained | Fact Check & Analysis,Ugzk2_M41RaIntDtB3x4AaABAg,@bharatshinde7772,jindabad. jindabad. congress. party next. pm rahul. gainde. jindabad. ❤❤❤🎉🎉🎉,1,1767484800,False
MPALBVeaiho,Big Claims Go Viral: Modi Resignation Rumors & Epstein Files Explained | Fact Check & Analysis,Ugzk2_M41RaIntDtB3x4AaABAg.AQxiTciNaxQAQy80f1QFWz,@artijha4610,🎉🎉,1,1767484800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgwynT1mQ6AW4RBh3B54AaABAg,@sharveshdeviyadav,यह तो बहुत खुशी की बात है धन्यवाद शुक्रिया प्रभु सद्बुद्धि आएगी प्रधानमंत्री निष्ठा का दे दिया बहुत खुशी की बात है राधे राधे,14,1762214400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgwTh3RlYZOfSbsJozl4AaABAg,@shantkolhapure5677,इसतिफा दिया तो अच्छे दिन जरूर आयेंगे,167,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgwTh3RlYZOfSbsJozl4AaABAg.A9SpmVD5DtgAO2_NcNmX0b,@vinodgupta4715,😂,5,1762214400,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgzgrdQ6L4ZSrxDL8th4AaABAg,@surendrateshwar5429,"आज कौन सी तारीख है,ये समाचार कब का है शर्म करो कौन सा महीना चल रहा है",15,1762214400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgzYL4XuObXs-3f9m4B4AaABAg,@rajindersinghsingh6725,Bhut khusi ki bat hai ab des aur ਸਵਿਧਾਨ ਦੋਨੋਂ bach jaenge,15,1754265600,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgzYL4XuObXs-3f9m4B4AaABAg.AKTuTHukVLuAU_wYTam1pY,@DevaRamnagvancegavandarajrlace,D r c सिरोही जिला राजस्थान से यह सब कुछ सस है तो देश बस गया,0,1775260800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxdKRUlvXZuoizf4Md4AaABAg,@anshumanbiswal2095,17th loksabha resign karega tabhi new lok sabha banega,202,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxAQz1pjPdzK8iMbdV4AaABAg,@pappusahu-ut6wh,अभी 1 साल पुराना बात है,4,1762214400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugznw9E_mK2KlT8GlTR4AaABAg,@virendramishra9575,बिलकुल ताज़ा खबर के लिएबधाई,0,1776902400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxXFcpCB5zEBDZKdVZ4AaABAg,@HarpalSingh-eq6ep,"Very good, 👍👍👍👍👍👍👍👍👍👍💯💯",2,1759536000,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx-GoRkgA3YMKDLaKB4AaABAg,@chest7575,DHRUB RAHTEE IMPACT PLAYER OF INDIA 2024 ELECTION 🥲🥲,261,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx-GoRkgA3YMKDLaKB4AaABAg.A4IcVI5lvvkA4IqAE2cUO8,@DHANANJAYSINGH-dc6ez,Deemak ko kamjor nhi samjhhna chahiye ek deemak gussa andur to pura khokhla bana sakta h desh ko,1,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx-GoRkgA3YMKDLaKB4AaABAg.A4IcVI5lvvkA4Iy73zIJ-P,@Rocky-tv9op,Hmm uska baap keju  jail chala gya delhi me sopda saaf ho gya Aur congress 99 seat😂 kya impact hai,1,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx-GoRkgA3YMKDLaKB4AaABAg.A4IcVI5lvvkA4Lr1uAUD7t,@faiz7680,Dhruve rathee ne 30 seat kaat di b jp ki 😂,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx-GoRkgA3YMKDLaKB4AaABAg.A4IcVI5lvvkA4xQOuh7N2L,@lakhihore-vo3db,German shepherd 😂😂😂,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx-GoRkgA3YMKDLaKB4AaABAg.A4IcVI5lvvkA4Ii9yI0xvW,@Diya-c9h5t,😂😂 ipact player 2024 indian Congress team 200 poin dream 11 (C) winner 🏆,7,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx-GoRkgA3YMKDLaKB4AaABAg.A4IcVI5lvvkA4InhAU4ReW,@abhishekyadav65655,​ @Diya-c9h5t with 99 seat😅😅😅😅😅,9,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx-GoRkgA3YMKDLaKB4AaABAg.A4IcVI5lvvkA4Ij6tZiQx2,@shomendutta1680,😂 ​ @Diya-c9h5t  😂,2,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg,@susovanchatterjee2754,Sapath le ne ke pahale istifa dena parta hai.,187,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4IkK_gBmP9,@Suyash.0777,Dena nahi Lena padta hai President se,1,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4J2JOjLfiV,@AshokYadav-oi8ut,ये किसने कह दिया कि फिर शपथ लेंगे?,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4NB0jiIlud,@renukamaamsstudyzone3850,Toh phr ye news Wale aise ku dikha re h,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4anUXLnFLi,@anshgaming8975,2019 mein estifa nahi diya tha,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4IblyVTIGn,@CHRISdiary77264,Ji ji Bhai Pehle BJP ka PRIME MINISTER hai na abhi NDA sab alliance party milke jeeta Yaha iska PRIME MINISTER...new ly hoga isiliye bro 😅😅😊😊,8,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4IhPsd3mhN,@gamechanger8473,"​ @CHRISdiary77264 jab kuch pta nhi to kyu gyan baat rahe ho PM BJP ya kisi bhi party ka nhi hota PM sirf desh ka hota hai agr aisa hota to rahul gandhi congress party ka PM ban jata.
17th loksabha ko bhang krke 18 loksabha ka karyakal suru krna hai isliye PM ne resign kiya hai.
Party ya allaince ke MP apna leader chunenge jaise NDA sarvsammati se apna leader Modi ji ko chunenge wahi parliamentary leader PM ki sapath lega.",13,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4IqLWmHZvA,@gamechanger8473,swatiyoutubelife_  kaun PM ban sakte hai Modi ji ya Rahul Gandhi??,1,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4Is0n1IVHf,@gamechanger8473,"swatiyoutubelife_  Isme bura manne wali kya baat hai desh ki janta hai woh kabhi khulkar pyar deti bhi to kabhi gussa bhi hoti hai ,politics me utar chadhav hota rahta hai.
Bharat ek democratic country hai isliye sabke vichar bhi alag alag hai isliye Modi ji ko iss baar kam seat mili hai Jaise aapke ghar me jab aap kuch achha kaam krti hai to mummy papa zyda khus hote hai thik waise hi desh bhi chalta hai but don't worry Modi ji 3rd time PM bnne jaa rahe hai so be happy and cheer our PM for 3rd tenure.",2,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4ItKStCB6j,@gamechanger8473,swatiyoutubelife_  8 June ko sapath grahan samaroh hoga aur PM Modi sapath lenge.,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4It_OXQBkx,@Horrifyingspace,"​ @gamechanger8473 
Shayad Pm to modi hi banege par pehle jitni power nhi hogi unke pas",1,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4Iv_mU5D0l,@Nasir_hussain_khan,​ @gamechanger8473 koi baat nahin bro abhi INDIA democratic country hai aap aane do BJP ki sarkar bohat jaldi dictatorship,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4Izb4gUEdZ,@gamechanger8473,"@Nasir_hussain_khan  mere bhai sabse pahle aap khud tay kar lo ki desh democratic hai ya dictatorship hai sabse pahle to aap khud confuse ho.
Dusri baat agr yeh desh dictatorship hota to India allaince 232 seat kaise jeet jati ?
Kya jo dictator 240 seat jeet sakta hai woh 32 seat nhi jeet sakta BJP kyo full majority se chook gyi kuch to socho janadesh ka samman hona chahiye paksh vipaksh vaad vivad chalta rahta hai yahi ek healthy democracy ki khubsurti hai.
Khud apne hi desh ke election commission, evm aur judiciary ke baare me galat bolkar duniya me khud apna mazak banwate ho.
Mei to kah raha hu India allaince ke paas number hai to sarkar bna le kaun rok raha hai ??",1,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4J77h9GSsf,@deepakjena3628,"​ swatiyoutubelife_ political science nahin padhe hon kya, how prime minister is elected in India",0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4KQ1Y5bPRk,@LuckySingh-tj9ij,Same here 🌹​ swatiyoutubelife_,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyXRXzEib6aLAfwIyx4AaABAg.A4I_dwkeMRNA4IcrY0BRXJ,@pradeeptudu9072,Oh bhai pm dusra ho skta hai kyunki bjp akela sarkar nhi bna skti,7,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyoIXj58gWIrK_5cqd4AaABAg,@AHarjitSingh,"V Good  News 
V Nice.",2,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx3s6zRAKCV7iaXI-B4AaABAg,@SumanLata-y2d,Bht khusi ki baat h y to bht din s chah rhe the❤❤,0,1756944000,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx20NiB2mj34v8L4SR4AaABAg,@walloffame2314,"Are mere pyare murkhon, dusre term ka istifa Dena padta hai , tabhi to tisre term ki shapath le payenge",4,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugy01S65iP4xGjXsHdp4AaABAg,@KaranSinghsenger,बहुत खूब अब खेल शुरू होगा समय का,23,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxyCvjpFtYgkkeKosl4AaABAg,@sandipkumardandapat5767,Please regular all contractual and out sourcing employees in across the country,1,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugw9qpsVpf8sntjzyGx4AaABAg,@DalipSinghparmar,Great   je    majaa  aa  gaa  haa  je,0,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyoJSFJ3fre-uK_5hR4AaABAg,@RonaldKinny,very good,2,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugx6zo2Wa4BTG0UFLkl4AaABAg,@AbdulWahid-yx3up,Bahut accha laga Dil se...,1,1762214400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxyPaS7upbLXqhRrZZ4AaABAg,@swarupsingh3069,Bahut badiya,1,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxfZ1e6P_lloOYVJNV4AaABAg,@vvv9740,"Bahut achhi khabar hai,",3,1759536000,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugwhjs7fNB_SY4VflZ54AaABAg,@AbhishekKanojia-n7d,Very good 👍,1,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxQc0FSh2yiEfpBd-B4AaABAg,@AliyaKhan-uc1qq,❤❤❤❤ very nice,0,1748995200,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgzinU7PbvKBkK3_8ZN4AaABAg,@HarjinderSingh-mq5ps,ਝੋਲਾ ਸਿਲਵਾ ਲਿਆ ਪਹਿਲਾਂ 😂😂😂😂😂,2,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyKnT2qktg46EexcRB4AaABAg,@ShamshadKhan-t5y,Good 👍👍👍,1,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgwWgzNyA5QhjBdcBOB4AaABAg,@ashokzote,अच्छी बात है जो होता है अच्छे के लिए होता है किसी के लिए कर ना शक तो उसको भोगना पड़ेगा,0,1772582400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgwM196qAm265Ix8T8Z4AaABAg,@SunnySandhu-m1z,Such hai 😮😮,1,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugwj1jn4MuP9ux7_QDJ4AaABAg,@missyongmo,Ab agli baar sariya paar .. congratulations sabhi hinduon ko,15,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugwj1jn4MuP9ux7_QDJ4AaABAg.A4IgbeS1kz8A4IhfgPxR_6,@Amitshrivastava644,Aapko bhi congratulations bhai,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugwj1jn4MuP9ux7_QDJ4AaABAg.A4IgbeS1kz8A4KQk_-KBHq,@LuckySingh-tj9ij,I love you ji🌹,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyrlkNGZseahvYtHGZ4AaABAg,@NandlalPrasadGupta-xy8qt,मैने सोचा की अच्छे दिन आ गए,1,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugy0JT4KG28t1Qt2oKB4AaABAg,@VinodYadav-s9t,❤❤❤❤❤ good,0,1748995200,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgzPfKW_ULe8ApVLJCp4AaABAg,@mirzafarhadbaigmirza4331,Thinks modi g,1,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugzqp-MuD773yS0weAN4AaABAg,@anandsaxena9857,Sahi bat hai,0,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugz6PPMrZ70mTE-r9s54AaABAg,@anupamkharod2729,Ek varsh pahela no video,1,1759536000,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyRR9x1e8Imcj2ylZJ4AaABAg,@ajica555,We r waiting,0,1775260800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugyd6cVZbOUlLqahMqR4AaABAg,@SadhanaPandey-ko8hj,Bahut achha,0,1775260800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxeVrlAz5vEBPaJLlZ4AaABAg,@amodyadav9509,Bahut bdhiya 😂😂,0,1772582400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgwZPrsxPk9FHgN115J4AaABAg,@SubhashYadav-g2o3z,Bahut Sundar,0,1759536000,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugz2m5qFA2kn7uhpXip4AaABAg,@Heera.baudh.4725,Jay....ho🎉🎉🎉🎉🎉🎉🎉🎉,0,1756944000,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxBB_DDaBbb8aRmhP54AaABAg,@Eertniment,❤❤❤❤❤❤,0,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgwKIyZBztQ6-1GD3o94AaABAg,@JitendarBhagat-o1f,Weldone,0,1777161600,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyKPdYzbiQL6XVB5rF4AaABAg,@Smallinvestor-d3r,ओडिशा में पांडु कहां गायब हो गए? क्या कोई जानकारी दे सकता है?😭😭😭😭😭😭😭😭,15,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyKPdYzbiQL6XVB5rF4AaABAg.A4IeIPKLYbYA4JEODE6ahc,@santoshofficial7037,Wo tamilnadu chalagaya 😂😂😂,1,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyKPdYzbiQL6XVB5rF4AaABAg.A4IeIPKLYbYA4Ieq8mZAgm,@EarnWithaju-qs7jp,O apne Laxmi bus se uske chala gaya,0,1746316800,True
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugwd83cbqs8hOnMIRwx4AaABAg,@rajatbhanu2974,Aaj 3 September 2024 ko inflation(mahangaayi) ko high stage par le gya hai modi ji,2,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugz_NGnh27cjel6UPe14AaABAg,@Mohittechnical95,Ye to खुश खबरी सुना दी,0,1772582400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgwoLk0GazDa4YQS8Nd4AaABAg,@suhanasheikh3490,Dhruv rathee ❤❤❤🎉🎉🎉 thank you,2,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgxVwkknJ9zvQPYCuF94AaABAg,@Bineshkindo15,बहुत सुन्दर,0,1762214400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgyTmG7o1vXtFyWE6zx4AaABAg,@wasiyasamreen1168,Bht sahi hua,0,1746316800,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,UgzfmBSc77A4uuD_uld4AaABAg,@kishansinghtanwar133,Good news thanks.,0,1772582400,False
xhGwYrE0ezc,PM Modi Resignation: PM Modi ने दिया इस्तीफा | Lok Sabha Election Result 2024 | Oath Ceremony,Ugzl6gM7nN2vCunQrzh4AaABAg,@BhruguNandanRath,New freedom day today.,0,1759536000,False
